ID,Age,Education,Marital_Status,Income,Total_Spending,Total_Purchases,Recency,Total_Campaign_Accepted,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Customer_Segment
2258,28,Graduation,Married,32880.0,42,4,76,0,1,0,3,Low-Value / Low-Engagement Customers
4322,56,PhD,Together,77863.0,1291,19,20,0,4,5,10,High-Value & Highly Engaged Customers
713,37,Master,Married,50353.0,442,14,72,0,4,4,6,High-Value & Highly Engaged Customers
4702,50,Graduation,Single,61839.0,1895,16,20,0,4,8,4,High-Value & Highly Engaged Customers
3281,54,PhD,Married,49154.0,411,13,69,0,4,1,8,Regular / Moderate-Value Customers
702,39,2n Cycle,Widow,47682.0,521,15,80,0,4,3,8,Low-Value / Low-Engagement Customers
2004,45,Graduation,Single,72679.0,1168,16,65,0,4,7,5,High-Value & Highly Engaged Customers
4769,37,Master,Together,57954.0,493,16,52,1,8,2,6,Regular / Moderate-Value Customers
4437,52,Graduation,Married,65316.0,260,10,65,0,3,2,5,Regular / Moderate-Value Customers
8724,32,Graduation,Single,28567.0,46,5,57,0,2,0,3,Low-Value / Low-Engagement Customers
10741,63,Master,Together,47352.0,319,12,70,0,6,1,5,Regular / Moderate-Value Customers
1991,47,Graduation,Together,44931.0,96,6,0,0,2,1,3,Regular / Moderate-Value Customers
6931,47,Graduation,Divorced,76982.0,1062,15,19,1,8,3,4,High-Value & Highly Engaged Customers
11096,62,2n Cycle,Together,57247.0,232,10,50,0,2,1,7,Regular / Moderate-Value Customers
304,33,Master,Single,22944.0,76,6,67,0,3,0,3,Low-Value / Low-Engagement Customers
3665,37,2n Cycle,Together,25315.0,54,6,46,0,3,0,3,Low-Value / Low-Engagement Customers
10591,45,Graduation,Widow,43638.0,201,9,37,0,4,1,4,Regular / Moderate-Value Customers
5036,30,PhD,Single,42710.0,406,12,38,0,4,5,3,Regular / Moderate-Value Customers
5547,32,PhD,Married,84169.0,1919,19,9,2,7,6,6,High-Value & Highly Engaged Customers
7822,38,Graduation,Together,54058.0,662,18,56,0,4,6,8,High-Value & Highly Engaged Customers
8541,24,2n Cycle,Married,24683.0,41,6,98,0,2,0,4,Low-Value / Low-Engagement Customers
10955,50,Graduation,Widow,85620.0,1600,13,68,0,3,6,4,High-Value & Highly Engaged Customers
4368,34,Graduation,Married,47850.0,134,7,72,0,3,0,4,Low-Value / Low-Engagement Customers
9671,46,Graduation,Married,19514.0,69,6,47,1,3,1,2,Low-Value / Low-Engagement Customers
2256,41,Master,Married,27159.0,21,4,33,0,1,0,3,Regular / Moderate-Value Customers
4279,51,2n Cycle,Single,39548.0,54,5,87,0,1,1,3,Low-Value / Low-Engagement Customers
5371,25,Graduation,Single,21474.0,91,6,0,1,3,1,2,Low-Value / Low-Engagement Customers
9240,43,PhD,Single,60504.0,526,16,73,0,6,2,8,Regular / Moderate-Value Customers
9460,51,Graduation,Married,22419.0,162,7,74,0,3,2,2,Low-Value / Low-Engagement Customers
9504,65,Master,Married,81698.0,1008,24,4,0,3,8,13,High-Value & Highly Engaged Customers
8692,62,Graduation,Together,43462.0,240,10,50,0,4,1,5,Regular / Moderate-Value Customers
448,36,PhD,Single,54880.0,795,19,57,0,6,2,11,High-Value & Highly Engaged Customers
8314,32,Graduation,Married,79908.0,1772,18,30,1,5,6,7,High-Value & Highly Engaged Customers
8420,44,2n Cycle,Married,15315.0,64,6,27,0,2,0,4,Low-Value / Low-Engagement Customers
3174,55,Graduation,Together,87771.0,1957,19,61,4,5,10,4,High-Value & Highly Engaged Customers
7685,36,Graduation,Married,33039.0,78,6,4,0,2,0,4,Low-Value / Low-Engagement Customers
3179,34,Graduation,Single,81741.0,1572,19,75,0,6,6,7,High-Value & Highly Engaged Customers
9780,43,Master,Together,71499.0,795,24,12,0,8,3,13,High-Value & Highly Engaged Customers
10681,44,2n Cycle,Married,62466.0,889,21,13,0,6,3,12,High-Value & Highly Engaged Customers
10232,51,PhD,Divorced,48799.0,331,12,9,0,3,2,7,Regular / Moderate-Value Customers
4184,64,PhD,Together,52157.0,265,10,48,0,3,2,5,Regular / Moderate-Value Customers
9120,52,Graduation,Single,66565.0,1065,15,80,0,4,2,9,Regular / Moderate-Value Customers
891,63,Master,Together,29298.0,11,3,60,0,1,0,2,Regular / Moderate-Value Customers
10381,35,Graduation,Single,47691.0,21,3,43,0,1,0,2,Regular / Moderate-Value Customers
3525,44,Graduation,Together,38200.0,17,3,19,0,1,0,2,Regular / Moderate-Value Customers
6818,40,Graduation,Married,44989.0,369,11,26,0,5,1,5,Low-Value / Low-Engagement Customers
3526,46,PhD,Married,38443.0,38,4,58,0,1,0,3,Regular / Moderate-Value Customers
8181,36,2n Cycle,Single,38593.0,177,8,42,0,4,1,3,Low-Value / Low-Engagement Customers
1029,44,PhD,Together,64413.0,279,11,27,0,5,1,5,Regular / Moderate-Value Customers
7369,33,Master,Married,36959.0,62,5,56,0,2,0,3,Low-Value / Low-Engagement Customers
2574,37,PhD,Married,61996.0,1230,18,27,3,6,4,8,High-Value & Highly Engaged Customers
8159,46,Graduation,Married,51287.0,182,8,10,0,4,1,3,Regular / Moderate-Value Customers
1160,44,Graduation,Married,13260.0,49,6,48,0,3,0,3,Low-Value / Low-Engagement Customers
10242,48,PhD,Together,47472.0,75,6,39,0,2,0,4,Regular / Moderate-Value Customers
5253,58,Master,Together,54603.0,227,10,85,0,4,2,4,Regular / Moderate-Value Customers
5966,40,PhD,Married,45207.0,215,10,64,1,3,1,6,Regular / Moderate-Value Customers
5314,63,Graduation,Together,40689.0,444,13,69,0,7,1,5,Regular / Moderate-Value Customers
5081,47,2n Cycle,Together,47821.0,47,4,54,0,1,0,3,Low-Value / Low-Engagement Customers
5123,63,Master,Married,27450.0,143,6,57,0,2,1,3,Low-Value / Low-Engagement Customers
5756,31,Graduation,Together,39453.0,55,5,64,0,2,0,3,Regular / Moderate-Value Customers
8036,43,2n Cycle,Together,26850.0,63,7,10,0,2,1,4,Regular / Moderate-Value Customers
9058,59,Graduation,Widow,79800.0,1867,21,65,3,5,11,5,High-Value & Highly Engaged Customers
5057,53,Master,Married,61794.0,611,18,74,0,4,4,10,High-Value & Highly Engaged Customers
254,59,Graduation,Together,53863.0,473,15,4,1,7,1,7,Regular / Moderate-Value Customers
4179,55,Graduation,Together,24221.0,55,5,94,0,1,1,3,Low-Value / Low-Engagement Customers
3710,30,PhD,Single,39684.0,81,5,41,0,2,1,2,Low-Value / Low-Engagement Customers
7627,39,Master,Married,92163.0,2086,21,25,2,5,11,5,High-Value & Highly Engaged Customers
4501,49,Master,Single,69882.0,1478,19,94,0,3,7,9,High-Value & Highly Engaged Customers
6424,37,Graduation,Together,33178.0,49,4,9,0,1,0,3,Low-Value / Low-Engagement Customers
3075,42,PhD,Married,59973.0,382,14,47,0,3,4,7,High-Value & Highly Engaged Customers
4992,39,Master,Together,17459.0,69,6,12,0,3,1,2,Low-Value / Low-Engagement Customers
5252,45,Graduation,Divorced,23910.0,67,5,80,0,2,0,3,Low-Value / Low-Engagement Customers
7444,45,Master,Married,42169.0,30,4,20,0,1,0,3,Regular / Moderate-Value Customers
6919,36,2n Cycle,Married,26224.0,63,6,39,0,2,1,3,Low-Value / Low-Engagement Customers
3537,33,Graduation,Together,31089.0,79,7,57,0,3,0,4,Low-Value / Low-Engagement Customers
10277,53,Graduation,Single,30081.0,42,4,27,0,1,0,3,Regular / Moderate-Value Customers
2453,54,Graduation,Together,62807.0,819,20,83,0,5,3,12,Regular / Moderate-Value Customers
7972,59,Graduation,Single,72906.0,1151,16,79,0,3,4,9,High-Value & Highly Engaged Customers
895,66,PhD,Married,61467.0,594,17,69,0,5,2,10,Regular / Moderate-Value Customers
1177,48,Master,Together,49618.0,129,7,77,0,3,1,3,Regular / Moderate-Value Customers
7141,28,Master,Single,21888.0,213,8,15,0,5,1,2,Low-Value / Low-Engagement Customers
7232,41,Graduation,Widow,42429.0,67,5,99,0,1,1,3,Regular / Moderate-Value Customers
8477,58,Graduation,Divorced,26150.0,28,4,61,0,1,0,3,Low-Value / Low-Engagement Customers
2457,39,Basic,Married,30801.0,45,4,23,0,1,0,3,Low-Value / Low-Engagement Customers
988,49,Graduation,Married,81168.0,1193,17,84,1,6,4,7,High-Value & Highly Engaged Customers
7930,45,Master,Single,26877.0,268,10,74,0,3,1,6,Low-Value / Low-Engagement Customers
4587,70,Master,Widow,45006.0,266,11,90,0,3,1,7,Regular / Moderate-Value Customers
6682,41,Basic,Married,18978.0,37,4,41,0,1,0,3,Low-Value / Low-Engagement Customers
6222,47,Graduation,Married,22574.0,37,5,28,0,2,0,3,Regular / Moderate-Value Customers
10299,45,PhD,Single,48240.0,882,22,73,0,6,3,13,High-Value & Highly Engaged Customers
3083,40,Graduation,Married,45837.0,373,13,88,0,6,2,5,Regular / Moderate-Value Customers
8953,49,Master,Single,35791.0,35,4,94,0,1,0,3,Regular / Moderate-Value Customers
1503,38,PhD,Together,162397.0,107,1,31,0,0,0,1,Regular / Moderate-Value Customers
8650,36,Graduation,Widow,54162.0,42,4,31,0,1,0,3,Low-Value / Low-Engagement Customers
10862,54,Master,Married,30522.0,326,12,6,0,1,2,9,Regular / Moderate-Value Customers
2782,53,PhD,Married,54456.0,404,14,23,0,6,1,7,Regular / Moderate-Value Customers
6941,43,Graduation,Single,31632.0,95,5,92,0,2,1,2,Low-Value / Low-Engagement Customers
10972,65,Graduation,Widow,72298.0,939,13,52,2,4,3,6,High-Value & Highly Engaged Customers
10708,36,2n Cycle,Single,36975.0,33,4,50,0,1,0,3,Low-Value / Low-Engagement Customers
6583,59,2n Cycle,Married,72635.0,981,20,54,1,6,8,6,High-Value & Highly Engaged Customers
3641,38,Graduation,Married,13624.0,36,5,93,0,2,0,3,Low-Value / Low-Engagement Customers
10156,39,Graduation,Single,84196.0,1237,19,56,0,8,4,7,High-Value & Highly Engaged Customers
4299,54,Graduation,Together,70971.0,1825,27,28,0,11,11,5,High-Value & Highly Engaged Customers
3469,37,PhD,Divorced,34487.0,103,6,94,0,3,0,3,Low-Value / Low-Engagement Customers
5063,37,Graduation,Single,28769.0,191,9,76,0,4,1,4,Low-Value / Low-Engagement Customers
10727,44,PhD,Married,69084.0,1586,23,43,0,7,3,13,High-Value & Highly Engaged Customers
9624,56,PhD,Together,65488.0,963,13,46,0,3,4,6,High-Value & Highly Engaged Customers
5156,44,2n Cycle,Married,62466.0,889,21,13,0,6,3,12,High-Value & Highly Engaged Customers
4376,54,2n Cycle,Single,32218.0,93,6,27,1,2,1,3,Low-Value / Low-Engagement Customers
8923,41,Graduation,Single,83917.0,1587,20,12,0,6,7,7,High-Value & Highly Engaged Customers
8461,52,Graduation,Divorced,46102.0,16,3,3,0,1,0,2,Regular / Moderate-Value Customers
6945,62,Graduation,Single,84574.0,1375,31,72,0,9,11,11,High-Value & Highly Engaged Customers
944,52,Graduation,Married,56181.0,393,13,6,0,4,2,7,Low-Value / Low-Engagement Customers
1907,64,Master,Divorced,63120.0,1477,21,53,0,8,4,9,High-Value & Highly Engaged Customers
701,43,Graduation,Married,73691.0,1179,16,58,1,6,2,8,High-Value & Highly Engaged Customers
3856,54,Graduation,Together,63381.0,1005,22,78,0,4,5,13,High-Value & Highly Engaged Customers
4149,66,PhD,Together,76140.0,1348,20,57,0,5,9,6,High-Value & Highly Engaged Customers
2131,55,PhD,Divorced,62859.0,1307,19,37,0,9,4,6,Regular / Moderate-Value Customers
2942,50,Graduation,Single,45906.0,486,13,20,1,5,4,4,Regular / Moderate-Value Customers
1173,67,Master,Together,77632.0,2252,12,73,2,4,2,6,High-Value & Highly Engaged Customers
4381,43,PhD,Married,46463.0,235,10,56,0,3,1,6,Regular / Moderate-Value Customers
4611,44,Graduation,Together,105471.0,1724,30,36,2,9,8,13,High-Value & Highly Engaged Customers
3376,44,Master,Divorced,55282.0,235,10,9,0,3,1,6,Regular / Moderate-Value Customers
4679,37,Master,Married,78710.0,1092,25,42,0,7,6,12,High-Value & Highly Engaged Customers
10928,56,Graduation,Together,66886.0,599,15,28,0,7,1,7,Regular / Moderate-Value Customers
4248,54,Master,Single,98777.0,2008,19,23,1,4,6,9,High-Value & Highly Engaged Customers
6728,29,Graduation,Together,29103.0,48,4,38,0,1,0,3,Low-Value / Low-Engagement Customers
6661,40,Graduation,Married,67445.0,1174,27,63,0,9,6,12,High-Value & Highly Engaged Customers
4725,64,PhD,Together,50616.0,67,6,71,0,1,1,4,Regular / Moderate-Value Customers
3277,59,Graduation,Divorced,49431.0,365,13,9,0,7,1,5,Regular / Moderate-Value Customers
5555,39,Graduation,Divorced,153924.0,6,0,81,0,0,0,0,Low-Value / Low-Engagement Customers
2564,61,Graduation,Together,61278.0,165,8,87,0,3,1,4,Regular / Moderate-Value Customers
946,56,2n Cycle,Together,26490.0,210,9,92,0,3,1,5,Low-Value / Low-Engagement Customers
3867,67,PhD,Together,73059.0,1095,25,36,0,9,3,13,High-Value & Highly Engaged Customers
6940,48,PhD,Single,46734.0,223,8,86,1,3,2,3,Regular / Moderate-Value Customers
55,51,Graduation,Together,56253.0,597,18,83,0,7,2,9,Regular / Moderate-Value Customers
7093,29,Graduation,Married,19986.0,22,3,74,0,0,0,3,Low-Value / Low-Engagement Customers
5084,39,Graduation,Widow,58330.0,1064,23,87,0,6,4,13,High-Value & Highly Engaged Customers
1777,34,Basic,Married,25965.0,74,5,29,0,2,0,3,Low-Value / Low-Engagement Customers
8162,58,Master,Together,14661.0,26,4,88,0,1,0,3,Low-Value / Low-Engagement Customers
10826,55,Graduation,Married,18690.0,60,4,77,0,1,1,2,Low-Value / Low-Engagement Customers
8754,40,PhD,Together,45068.0,20,3,25,0,1,0,2,Regular / Moderate-Value Customers
1987,27,Basic,Single,21063.0,59,5,34,0,2,0,3,Low-Value / Low-Engagement Customers
11007,46,PhD,Married,29187.0,34,4,43,0,1,0,3,Regular / Moderate-Value Customers
7426,43,2n Cycle,Married,54690.0,198,9,76,0,3,1,5,Regular / Moderate-Value Customers
9153,50,PhD,Married,59304.0,1048,25,81,0,7,8,10,High-Value & Highly Engaged Customers
10379,52,Master,Single,59247.0,574,16,87,0,5,2,9,Regular / Moderate-Value Customers
9204,44,Graduation,Widow,66731.0,1029,13,33,0,4,3,6,High-Value & Highly Engaged Customers
3197,34,Graduation,Married,77353.0,670,18,38,0,6,4,8,High-Value & Highly Engaged Customers
2920,39,PhD,Single,52614.0,990,14,63,0,2,4,8,Regular / Moderate-Value Customers
6961,40,Graduation,Married,26751.0,11,3,26,0,1,0,2,Low-Value / Low-Engagement Customers
4673,51,PhD,Married,81300.0,1241,18,17,1,10,3,5,High-Value & Highly Engaged Customers
9937,35,Graduation,Single,70337.0,576,16,75,0,2,2,12,High-Value & Highly Engaged Customers
8779,29,2n Cycle,Married,36145.0,172,8,13,1,4,1,3,Low-Value / Low-Engagement Customers
9596,34,PhD,Single,65295.0,664,19,19,0,3,3,13,High-Value & Highly Engaged Customers
2891,51,Graduation,Divorced,68118.0,928,21,51,0,8,9,4,Regular / Moderate-Value Customers
4910,47,Graduation,Divorced,68743.0,2074,29,81,0,11,5,13,High-Value & Highly Engaged Customers
75,32,2n Cycle,Together,41039.0,467,14,32,0,8,1,5,Low-Value / Low-Engagement Customers
10120,59,Graduation,Together,38946.0,257,10,84,0,3,1,6,Regular / Moderate-Value Customers
6327,47,Graduation,Together,65777.0,1146,16,87,0,2,8,6,High-Value & Highly Engaged Customers
10142,38,PhD,Divorced,66476.0,689,18,99,0,5,2,11,Regular / Moderate-Value Customers
9826,42,PhD,Single,86857.0,2114,21,96,0,5,6,10,High-Value & Highly Engaged Customers
1501,32,PhD,Married,160803.0,1717,29,21,0,0,28,1,High-Value & Highly Engaged Customers
10767,25,PhD,Together,77845.0,1346,20,40,2,3,5,12,High-Value & Highly Engaged Customers
7279,45,PhD,Together,69476.0,1044,14,3,0,4,6,4,High-Value & Highly Engaged Customers
7230,54,PhD,Divorced,50611.0,493,16,98,1,4,5,7,Regular / Moderate-Value Customers
143,44,Graduation,Single,61209.0,957,12,73,0,5,3,4,High-Value & Highly Engaged Customers
450,56,Master,Together,42315.0,270,9,90,0,1,4,4,Low-Value / Low-Engagement Customers
9316,62,Basic,Together,13084.0,29,4,29,0,1,0,3,Low-Value / Low-Engagement Customers
6379,65,Master,Widow,47570.0,121,6,3,0,2,2,2,Regular / Moderate-Value Customers
9239,53,Master,Married,61923.0,126,7,94,0,2,1,4,Regular / Moderate-Value Customers
8315,19,Graduation,Single,34824.0,23,3,65,0,1,0,2,Low-Value / Low-Engagement Customers
2868,65,PhD,Single,26518.0,57,5,33,0,2,0,3,Regular / Moderate-Value Customers
10888,53,Graduation,Single,45938.0,636,18,46,0,8,4,6,High-Value & Highly Engaged Customers
1277,54,Graduation,Together,78468.0,1004,27,29,1,10,7,10,High-Value & Highly Engaged Customers
9977,41,Graduation,Divorced,78901.0,734,17,99,0,9,3,5,High-Value & Highly Engaged Customers
10196,36,Graduation,Married,71427.0,614,18,26,0,8,2,8,Regular / Moderate-Value Customers
6384,36,Graduation,Divorced,71022.0,1453,18,30,1,5,2,11,High-Value & Highly Engaged Customers
8029,26,Master,Single,90247.0,1621,14,27,3,3,4,7,High-Value & Highly Engaged Customers
968,46,Master,Divorced,41335.0,187,9,24,0,4,1,4,Regular / Moderate-Value Customers
6988,28,Graduation,Married,71952.0,1443,20,93,2,8,4,8,High-Value & Highly Engaged Customers
4472,44,PhD,Divorced,35682.0,57,5,34,0,1,1,3,Low-Value / Low-Engagement Customers
6991,63,Graduation,Divorced,43185.0,637,18,88,0,9,3,6,Regular / Moderate-Value Customers
3336,66,PhD,Together,66375.0,948,11,96,1,2,4,5,Regular / Moderate-Value Customers
4301,43,Master,Married,35178.0,59,4,10,1,1,1,2,Regular / Moderate-Value Customers
1940,28,Graduation,Married,25252.0,18,3,26,0,1,0,2,Low-Value / Low-Engagement Customers
1272,49,Master,Single,55250.0,903,22,49,0,7,5,10,Regular / Moderate-Value Customers
1388,39,Graduation,Single,33249.0,112,6,11,0,2,1,3,Low-Value / Low-Engagement Customers
1044,61,Graduation,Together,58398.0,596,17,44,0,5,4,8,High-Value & Highly Engaged Customers
6969,32,Graduation,Together,50272.0,233,10,75,0,4,1,5,Regular / Moderate-Value Customers
10479,39,PhD,Married,76618.0,1511,10,64,0,3,2,5,High-Value & Highly Engaged Customers
3619,54,2n Cycle,Divorced,87305.0,1152,16,19,1,5,3,8,High-Value & Highly Engaged Customers
1715,36,Graduation,Together,25851.0,48,5,45,0,2,0,3,Low-Value / Low-Engagement Customers
10159,44,Graduation,Divorced,58710.0,1185,25,77,0,11,5,9,High-Value & Highly Engaged Customers
1463,56,Graduation,Single,45160.0,21,3,9,0,1,0,2,Regular / Moderate-Value Customers
5114,49,Master,Married,74806.0,965,14,1,0,5,4,5,Regular / Moderate-Value Customers
4990,60,Graduation,Married,59111.0,869,20,90,0,11,1,8,High-Value & Highly Engaged Customers
4329,30,PhD,Married,18988.0,16,4,43,0,1,0,3,Low-Value / Low-Engagement Customers
10936,49,Graduation,Married,72190.0,1947,15,79,0,5,6,4,High-Value & Highly Engaged Customers
4692,38,Graduation,Married,7500.0,71,7,19,1,4,1,2,Low-Value / Low-Engagement Customers
7212,48,Graduation,Married,44794.0,65,5,99,0,2,0,3,Regular / Moderate-Value Customers
6086,59,Graduation,Married,80395.0,1380,23,62,1,6,5,12,High-Value & Highly Engaged Customers
437,38,Master,Divorced,75012.0,1027,22,41,0,3,8,11,High-Value & Highly Engaged Customers
11171,49,Master,Married,56962.0,411,14,60,0,6,3,5,Regular / Moderate-Value Customers
11101,23,Graduation,Together,89891.0,836,25,17,1,11,6,8,High-Value & Highly Engaged Customers
5329,65,PhD,Divorced,35946.0,11,3,24,0,0,0,3,Regular / Moderate-Value Customers
610,61,PhD,Together,53593.0,480,15,60,0,7,2,6,Regular / Moderate-Value Customers
9384,36,Graduation,Married,66373.0,606,16,57,0,4,2,10,Regular / Moderate-Value Customers
5956,66,PhD,Divorced,45072.0,284,11,74,0,6,1,4,Regular / Moderate-Value Customers
10430,41,Graduation,Divorced,89694.0,1472,11,22,3,4,3,4,High-Value & Highly Engaged Customers
7875,65,Graduation,Married,72025.0,1677,25,46,3,4,8,13,High-Value & Highly Engaged Customers
7072,41,Graduation,Married,67432.0,1335,17,69,0,8,5,4,High-Value & Highly Engaged Customers
6255,62,Master,Together,70545.0,334,12,29,0,4,1,7,Regular / Moderate-Value Customers
6516,25,Basic,Married,17487.0,18,3,37,0,1,0,2,Low-Value / Low-Engagement Customers
5564,45,Graduation,Together,62882.0,1338,18,26,0,7,5,6,High-Value & Highly Engaged Customers
5682,61,PhD,Single,64108.0,1099,26,8,0,6,9,11,Regular / Moderate-Value Customers
7458,58,Master,Together,34941.0,97,6,26,0,3,0,3,Regular / Moderate-Value Customers
5237,64,PhD,Single,48767.0,63,6,79,0,2,1,3,Regular / Moderate-Value Customers
7761,36,2n Cycle,Together,38702.0,109,7,71,0,3,0,4,Low-Value / Low-Engagement Customers
5278,50,Graduation,Married,82224.0,902,20,83,1,6,9,5,High-Value & Highly Engaged Customers
3560,62,Graduation,Together,83844.0,1574,19,57,1,4,4,11,High-Value & Highly Engaged Customers
7235,39,2n Cycle,Married,17003.0,38,6,37,0,2,0,4,Low-Value / Low-Engagement Customers
10548,19,Graduation,Single,71163.0,960,23,30,0,3,8,12,High-Value & Highly Engaged Customers
2281,44,Graduation,Single,33697.0,28,3,34,1,1,0,2,Low-Value / Low-Engagement Customers
4073,60,2n Cycle,Married,63564.0,1215,27,0,1,10,10,7,High-Value & Highly Engaged Customers
6974,42,PhD,Together,83443.0,1497,21,89,0,6,10,5,High-Value & Highly Engaged Customers
7938,56,PhD,Together,51518.0,449,15,92,0,3,2,10,Regular / Moderate-Value Customers
7094,39,Graduation,Widow,58330.0,1064,23,87,0,6,4,13,High-Value & Highly Engaged Customers
3667,45,Graduation,Married,80952.0,1757,24,20,3,8,5,11,High-Value & Highly Engaged Customers
7723,35,Graduation,Together,75507.0,1440,20,56,0,8,6,6,High-Value & Highly Engaged Customers
3870,36,2n Cycle,Together,63855.0,1006,23,28,0,7,3,13,High-Value & Highly Engaged Customers
4012,42,PhD,Together,62220.0,1226,18,55,0,7,6,5,High-Value & Highly Engaged Customers
5909,50,Graduation,Married,58512.0,1171,15,25,0,3,4,8,Regular / Moderate-Value Customers
10470,35,Master,Married,40662.0,92,6,0,0,2,1,3,Regular / Moderate-Value Customers
6488,55,PhD,Married,38829.0,99,7,86,0,3,2,2,Regular / Moderate-Value Customers
10270,33,2n Cycle,Married,35523.0,66,6,8,0,3,0,3,Low-Value / Low-Engagement Customers
6887,47,Graduation,Single,79146.0,564,17,33,0,8,1,8,Regular / Moderate-Value Customers
6406,26,Master,Married,78285.0,1427,20,13,0,6,4,10,High-Value & Highly Engaged Customers
7573,36,PhD,Single,31626.0,86,5,12,1,2,1,2,Regular / Moderate-Value Customers
4508,62,Graduation,Single,75127.0,833,18,92,0,2,11,5,High-Value & Highly Engaged Customers
221,59,Graduation,Married,48726.0,242,9,90,0,3,2,4,Regular / Moderate-Value Customers
5331,37,Graduation,Married,74985.0,1869,16,8,0,3,6,7,High-Value & Highly Engaged Customers
1911,27,Graduation,Together,67430.0,1364,28,6,0,11,5,12,High-Value & Highly Engaged Customers
20,49,2n Cycle,Married,46891.0,183,7,91,0,2,1,4,Low-Value / Low-Engagement Customers
8786,58,Master,Married,62058.0,450,14,52,0,6,1,7,Regular / Moderate-Value Customers
10582,35,Graduation,Married,72063.0,758,19,3,0,5,2,12,High-Value & Highly Engaged Customers
1915,63,PhD,Married,78939.0,1507,19,57,0,8,5,6,High-Value & Highly Engaged Customers
8897,49,Graduation,Single,42720.0,654,17,9,0,7,3,7,Regular / Moderate-Value Customers
2371,42,Graduation,Married,33622.0,81,6,22,0,2,0,4,Regular / Moderate-Value Customers
4303,57,PhD,Together,6835.0,137,1,76,0,0,0,1,Regular / Moderate-Value Customers
6825,61,Graduation,Together,41452.0,16,3,86,0,1,0,2,Regular / Moderate-Value Customers
1072,49,PhD,Single,40760.0,93,6,64,0,2,1,3,Regular / Moderate-Value Customers
4964,56,PhD,Together,74250.0,1158,17,90,0,2,11,4,High-Value & Highly Engaged Customers
2461,59,Master,Single,51124.0,43,4,79,0,1,0,3,Regular / Moderate-Value Customers
10736,43,Graduation,Single,72258.0,1525,20,28,0,6,9,5,High-Value & Highly Engaged Customers
3194,40,PhD,Single,71466.0,1230,18,86,0,4,4,10,High-Value & Highly Engaged Customers
10839,38,Graduation,Together,36283.0,29,4,42,0,1,0,3,Low-Value / Low-Engagement Customers
49,44,Graduation,Single,20587.0,25,4,39,0,1,1,2,Low-Value / Low-Engagement Customers
4290,42,Graduation,Married,30467.0,24,3,8,0,1,0,2,Low-Value / Low-Engagement Customers
10219,42,Graduation,Together,31590.0,38,4,40,0,1,0,3,Low-Value / Low-Engagement Customers
4211,28,Basic,Married,20425.0,57,5,5,0,2,0,3,Low-Value / Low-Engagement Customers
1135,54,Master,Together,17144.0,47,7,96,0,3,0,4,Regular / Moderate-Value Customers
6299,46,PhD,Divorced,42564.0,813,18,28,1,6,8,4,Regular / Moderate-Value Customers
10846,36,Master,Married,43783.0,629,16,22,1,7,1,8,Regular / Moderate-Value Customers
347,38,Graduation,Divorced,40780.0,377,13,30,0,7,1,5,Regular / Moderate-Value Customers
6543,69,Master,Together,62847.0,1612,13,45,0,3,6,4,High-Value & Highly Engaged Customers
10446,57,PhD,Married,82017.0,729,16,58,3,5,4,7,High-Value & Highly Engaged Customers
3479,64,Graduation,Single,16813.0,50,5,49,1,2,0,3,Low-Value / Low-Engagement Customers
11075,36,Graduation,Married,51267.0,270,11,37,0,3,3,5,Regular / Moderate-Value Customers
4442,53,Graduation,Single,46524.0,177,7,70,0,1,1,5,Low-Value / Low-Engagement Customers
199,52,Master,Single,45183.0,315,12,33,1,4,1,7,Regular / Moderate-Value Customers
6722,60,PhD,Married,70421.0,767,20,98,0,10,3,7,Regular / Moderate-Value Customers
796,49,2n Cycle,Divorced,60161.0,1071,23,17,0,11,4,8,High-Value & Highly Engaged Customers
3749,41,Graduation,Together,73926.0,1580,23,54,0,6,5,12,High-Value & Highly Engaged Customers
8523,46,Graduation,Married,19329.0,60,7,39,0,4,0,3,Low-Value / Low-Engagement Customers
310,44,Master,Married,61872.0,573,17,81,0,4,4,9,Regular / Moderate-Value Customers
8629,58,Graduation,Widow,46984.0,41,4,71,0,1,0,3,Regular / Moderate-Value Customers
236,63,Graduation,Married,34838.0,170,7,62,0,2,1,4,Low-Value / Low-Engagement Customers
9930,70,PhD,Single,82716.0,1167,27,8,0,6,8,13,High-Value & Highly Engaged Customers
3483,56,Graduation,Married,48192.0,1526,22,76,3,2,8,12,High-Value & Highly Engaged Customers
4599,38,Master,Married,49681.0,458,15,66,0,7,1,7,Regular / Moderate-Value Customers
7326,43,Master,Married,56850.0,63,5,83,0,1,1,3,Regular / Moderate-Value Customers
7352,57,Graduation,Married,55267.0,405,13,28,0,3,4,6,Regular / Moderate-Value Customers
2350,42,Graduation,Married,59666.0,1027,13,87,1,3,2,8,Regular / Moderate-Value Customers
9145,42,Graduation,Single,72504.0,1478,20,43,0,5,9,6,High-Value & Highly Engaged Customers
2964,33,Graduation,Married,26872.0,72,4,0,0,1,1,2,Low-Value / Low-Engagement Customers
5585,42,Graduation,Single,21359.0,48,5,1,0,2,0,3,Low-Value / Low-Engagement Customers
9687,39,Graduation,Single,73170.0,726,15,1,0,5,4,6,High-Value & Highly Engaged Customers
3732,59,Master,Married,52750.0,860,21,72,0,5,7,9,High-Value & Highly Engaged Customers
6303,28,PhD,Together,91820.0,1497,22,72,0,5,5,12,High-Value & Highly Engaged Customers
